timestamp,bank_name,internet_banking,rtgs,neft,imps,upi,mobile_banking
2026-04-20 23:19:07,ICICI Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:19:07,Kotak Mahindra Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:19:07,State Bank of India,UP,UP,UP,UP,UP,UP
2026-04-20 23:19:07,AU Small Finance Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:20:07,Punjab National Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:20:07,HDFC Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:20:07,Axis Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:20:07,Bank Of Baroda,UP,UP,UP,UP,UP,UP
2026-04-20 23:20:07,Airtel Payments Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:20:07,Canara Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:20:07,ICICI Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:20:07,Kotak Mahindra Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:20:07,State Bank of India,UP,UP,UP,UP,UP,UP
2026-04-20 23:20:07,AU Small Finance Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:21:07,Punjab National Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:21:07,HDFC Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:21:07,Axis Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:21:07,Bank Of Baroda,UP,UP,UP,UP,UP,UP
2026-04-20 23:21:07,Airtel Payments Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:21:07,Canara Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:21:07,ICICI Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:21:07,Kotak Mahindra Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:21:07,State Bank of India,UP,UP,UP,UP,UP,UP
2026-04-20 23:21:07,AU Small Finance Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:22:07,Punjab National Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:22:07,HDFC Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:22:07,Axis Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:22:07,Bank Of Baroda,UP,UP,UP,UP,UP,UP
2026-04-20 23:22:07,Airtel Payments Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:22:07,Canara Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:22:07,ICICI Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:22:07,Kotak Mahindra Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:22:07,State Bank of India,UP,UP,UP,UP,UP,UP
2026-04-20 23:22:07,AU Small Finance Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:23:06,Punjab National Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:23:06,HDFC Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:23:06,Axis Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:23:06,Bank Of Baroda,UP,UP,UP,UP,UP,UP
2026-04-20 23:23:06,Airtel Payments Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:23:06,Canara Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:23:06,ICICI Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:23:06,Kotak Mahindra Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:23:06,State Bank of India,UP,UP,UP,UP,UP,UP
2026-04-20 23:23:06,AU Small Finance Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:24:07,Punjab National Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:24:07,HDFC Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:24:07,Axis Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:24:07,Bank Of Baroda,UP,UP,UP,UP,UP,UP
2026-04-20 23:24:07,Airtel Payments Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:24:07,Canara Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:24:07,ICICI Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:24:07,Kotak Mahindra Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:24:07,State Bank of India,UP,UP,UP,UP,UP,UP
2026-04-20 23:24:07,AU Small Finance Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:25:07,Punjab National Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:25:07,HDFC Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:25:07,Axis Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:25:07,Bank Of Baroda,UP,UP,UP,UP,UP,UP
2026-04-20 23:25:07,Airtel Payments Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:25:07,Canara Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:25:07,ICICI Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:25:07,Kotak Mahindra Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:25:07,State Bank of India,UP,UP,UP,UP,UP,UP
2026-04-20 23:25:07,AU Small Finance Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:26:07,Punjab National Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:26:07,HDFC Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:26:07,Axis Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:26:07,Bank Of Baroda,UP,UP,UP,UP,UP,UP
2026-04-20 23:26:07,Airtel Payments Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:26:07,Canara Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:26:07,ICICI Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:26:07,Kotak Mahindra Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:26:07,State Bank of India,UP,UP,UP,UP,UP,UP
2026-04-20 23:26:07,AU Small Finance Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:27:06,Punjab National Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:27:06,HDFC Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:27:06,Axis Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:27:06,Bank Of Baroda,UP,UP,UP,UP,UP,UP
2026-04-20 23:27:06,Airtel Payments Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:27:06,Canara Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:27:06,ICICI Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:27:06,Kotak Mahindra Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:27:06,State Bank of India,UP,UP,UP,UP,UP,UP
2026-04-20 23:27:06,AU Small Finance Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:28:07,Punjab National Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:28:07,HDFC Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:28:07,Axis Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:28:07,Bank Of Baroda,UP,UP,UP,UP,UP,UP
2026-04-20 23:28:07,Airtel Payments Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:28:07,Canara Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:28:07,ICICI Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:28:07,Kotak Mahindra Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:28:07,State Bank of India,UP,UP,UP,UP,UP,UP
2026-04-20 23:28:07,AU Small Finance Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:29:07,Punjab National Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:29:07,HDFC Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:29:07,Axis Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:29:07,Bank Of Baroda,UP,UP,UP,UP,UP,UP
2026-04-20 23:29:07,Airtel Payments Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:29:07,Canara Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:29:07,ICICI Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:29:07,Kotak Mahindra Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:29:07,State Bank of India,UP,UP,UP,UP,UP,UP
2026-04-20 23:29:07,AU Small Finance Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:30:07,Punjab National Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:30:07,HDFC Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:30:07,Axis Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:30:07,Bank Of Baroda,UP,UP,UP,UP,UP,UP
2026-04-20 23:30:07,Airtel Payments Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:30:07,Canara Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:30:07,ICICI Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:30:07,Kotak Mahindra Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:30:07,State Bank of India,UP,UP,UP,UP,UP,UP
2026-04-20 23:30:07,AU Small Finance Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:31:07,Punjab National Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:31:07,HDFC Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:31:07,Axis Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:31:07,Bank Of Baroda,UP,UP,UP,UP,UP,UP
2026-04-20 23:31:07,Airtel Payments Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:31:07,Canara Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:31:07,ICICI Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:31:07,Kotak Mahindra Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:31:07,State Bank of India,UP,UP,UP,UP,UP,UP
2026-04-20 23:31:07,AU Small Finance Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:32:06,Punjab National Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:32:06,HDFC Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:32:06,Axis Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:32:06,Bank Of Baroda,UP,UP,UP,UP,UP,UP
2026-04-20 23:32:06,Airtel Payments Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:32:06,Canara Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:32:06,ICICI Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:32:06,Kotak Mahindra Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:32:06,State Bank of India,UP,UP,UP,UP,UP,UP
2026-04-20 23:32:06,AU Small Finance Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:33:07,Punjab National Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:33:07,HDFC Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:33:07,Axis Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:33:07,Bank Of Baroda,UP,UP,UP,UP,UP,UP
2026-04-20 23:33:07,Airtel Payments Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:33:07,Canara Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:33:07,ICICI Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:33:07,Kotak Mahindra Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:33:07,State Bank of India,UP,UP,UP,UP,UP,UP
2026-04-20 23:33:07,AU Small Finance Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:34:07,Punjab National Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:34:07,HDFC Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:34:07,Axis Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:34:07,Bank Of Baroda,UP,UP,UP,UP,UP,UP
2026-04-20 23:34:07,Airtel Payments Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:34:07,Canara Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:34:07,ICICI Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:34:07,Kotak Mahindra Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:34:07,State Bank of India,UP,UP,UP,UP,UP,UP
2026-04-20 23:34:07,AU Small Finance Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:35:07,Punjab National Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:35:07,HDFC Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:35:07,Axis Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:35:07,Bank Of Baroda,UP,UP,UP,UP,UP,UP
2026-04-20 23:35:07,Airtel Payments Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:35:07,Canara Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:35:07,ICICI Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:35:07,Kotak Mahindra Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:35:07,State Bank of India,UP,UP,UP,UP,UP,UP
2026-04-20 23:35:07,AU Small Finance Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:36:07,Punjab National Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:36:07,HDFC Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:36:07,Axis Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:36:07,Bank Of Baroda,UP,UP,UP,UP,UP,UP
2026-04-20 23:36:07,Airtel Payments Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:36:07,Canara Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:36:07,ICICI Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:36:07,Kotak Mahindra Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:36:07,State Bank of India,UP,UP,UP,UP,UP,UP
2026-04-20 23:36:07,AU Small Finance Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:37:07,Punjab National Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:37:07,HDFC Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:37:07,Axis Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:37:07,Bank Of Baroda,UP,UP,UP,UP,UP,UP
2026-04-20 23:37:07,Airtel Payments Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:37:07,Canara Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:37:07,ICICI Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:37:07,Kotak Mahindra Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:37:07,State Bank of India,UP,UP,UP,UP,UP,UP
2026-04-20 23:37:07,AU Small Finance Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:38:07,Punjab National Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:38:07,HDFC Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:38:07,Axis Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:38:07,Bank Of Baroda,UP,UP,UP,UP,UP,UP
2026-04-20 23:38:07,Airtel Payments Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:38:07,Canara Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:38:07,ICICI Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:38:07,Kotak Mahindra Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:38:07,State Bank of India,UP,UP,UP,UP,UP,UP
2026-04-20 23:38:07,AU Small Finance Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:39:07,Punjab National Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:39:07,HDFC Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:39:07,Axis Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:39:07,Bank Of Baroda,UP,UP,UP,UP,UP,UP
2026-04-20 23:39:07,Airtel Payments Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:39:07,Canara Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:39:07,ICICI Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:39:07,Kotak Mahindra Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:39:07,State Bank of India,UP,UP,UP,UP,UP,UP
2026-04-20 23:39:07,AU Small Finance Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:40:07,Punjab National Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:40:07,HDFC Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:40:07,Axis Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:40:07,Bank Of Baroda,UP,UP,UP,UP,UP,UP
2026-04-20 23:40:07,Airtel Payments Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:40:07,Canara Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:40:07,ICICI Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:40:07,Kotak Mahindra Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:40:07,State Bank of India,UP,UP,UP,UP,UP,UP
2026-04-20 23:40:07,AU Small Finance Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:41:07,Punjab National Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:41:07,HDFC Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:41:07,Axis Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:41:07,Bank Of Baroda,UP,UP,UP,UP,UP,UP
2026-04-20 23:41:07,Airtel Payments Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:41:07,Canara Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:41:07,ICICI Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:41:07,Kotak Mahindra Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:41:07,State Bank of India,UP,UP,UP,UP,UP,UP
2026-04-20 23:41:07,AU Small Finance Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:42:07,Punjab National Bank,UP,UP,UP,FLUCTUATING,UP,UP
2026-04-20 23:42:07,HDFC Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:42:07,Axis Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:42:07,Bank Of Baroda,UP,UP,UP,UP,UP,UP
2026-04-20 23:42:07,Airtel Payments Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:42:07,Canara Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:42:07,ICICI Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:42:07,Kotak Mahindra Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:42:07,State Bank of India,UP,UP,UP,UP,UP,UP
2026-04-20 23:42:07,AU Small Finance Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:43:07,Punjab National Bank,UP,UP,UP,FLUCTUATING,UP,UP
2026-04-20 23:43:07,HDFC Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:43:07,Axis Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:43:07,Bank Of Baroda,UP,UP,UP,UP,UP,UP
2026-04-20 23:43:07,Airtel Payments Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:43:07,Canara Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:43:07,ICICI Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:43:07,Kotak Mahindra Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:43:07,State Bank of India,UP,UP,UP,UP,UP,UP
2026-04-20 23:43:07,AU Small Finance Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:44:07,Punjab National Bank,UP,UP,UP,FLUCTUATING,UP,UP
2026-04-20 23:44:07,HDFC Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:44:07,Axis Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:44:07,Bank Of Baroda,UP,UP,UP,UP,UP,UP
2026-04-20 23:44:07,Airtel Payments Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:44:07,Canara Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:44:07,ICICI Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:44:07,Kotak Mahindra Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:44:07,State Bank of India,UP,UP,UP,UP,UP,UP
2026-04-20 23:44:07,AU Small Finance Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:45:07,Punjab National Bank,UP,UP,UP,FLUCTUATING,UP,UP
2026-04-20 23:45:07,HDFC Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:45:07,Axis Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:45:07,Bank Of Baroda,UP,UP,UP,UP,UP,UP
2026-04-20 23:45:07,Airtel Payments Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:45:07,Canara Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:45:07,ICICI Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:45:07,Kotak Mahindra Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:45:07,State Bank of India,UP,UP,UP,UP,UP,UP
2026-04-20 23:45:07,AU Small Finance Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:46:07,Punjab National Bank,UP,UP,UP,FLUCTUATING,UP,UP
2026-04-20 23:46:07,HDFC Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:46:07,Axis Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:46:07,Bank Of Baroda,UP,UP,UP,UP,UP,UP
2026-04-20 23:46:07,Airtel Payments Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:46:07,Canara Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:46:07,ICICI Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:46:07,Kotak Mahindra Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:46:07,State Bank of India,UP,UP,UP,UP,UP,UP
2026-04-20 23:46:07,AU Small Finance Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:47:07,Punjab National Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:47:07,HDFC Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:47:07,Axis Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:47:07,Bank Of Baroda,UP,UP,UP,UP,UP,UP
2026-04-20 23:47:07,Airtel Payments Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:47:07,Canara Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:47:07,ICICI Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:47:07,Kotak Mahindra Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:47:07,State Bank of India,UP,UP,UP,UP,UP,UP
2026-04-20 23:47:07,AU Small Finance Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:48:07,Punjab National Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:48:07,HDFC Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:48:07,Axis Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:48:07,Bank Of Baroda,UP,UP,UP,UP,UP,UP
2026-04-20 23:48:07,Airtel Payments Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:48:07,Canara Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:48:07,ICICI Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:48:07,Kotak Mahindra Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:48:07,State Bank of India,UP,UP,UP,UP,UP,UP
2026-04-20 23:48:07,AU Small Finance Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:49:07,Punjab National Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:49:07,HDFC Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:49:07,Axis Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:49:07,Bank Of Baroda,UP,UP,UP,UP,UP,UP
2026-04-20 23:49:07,Airtel Payments Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:49:07,Canara Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:49:07,ICICI Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:49:07,Kotak Mahindra Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:49:07,State Bank of India,UP,UP,UP,UP,UP,UP
2026-04-20 23:49:07,AU Small Finance Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:50:07,Punjab National Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:50:07,HDFC Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:50:07,Axis Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:50:07,Bank Of Baroda,UP,UP,UP,UP,UP,UP
2026-04-20 23:50:07,Airtel Payments Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:50:07,Canara Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:50:07,ICICI Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:50:07,Kotak Mahindra Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:50:07,State Bank of India,UP,UP,UP,UP,UP,UP
2026-04-20 23:50:07,AU Small Finance Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:51:07,Punjab National Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:51:07,HDFC Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:51:07,Axis Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:51:07,Bank Of Baroda,UP,UP,UP,UP,UP,UP
2026-04-20 23:51:07,Airtel Payments Bank,UP,UP,UP,UP,UP,UP
2026-04-20 23:51:07,Canara Bank,UP,UP,UP,UP,UP,UP
